"event.id","timestamp","location.long","location.lat","heading","height.above.ellipsoid","migration.stage","migration.stage.standard","coords.x1","coords.x2","optional","sensor","timestamps","trackId","individual.local.identifier","visible","individual.id","deployment.id","tag.id","study.id","sensor.type.id","tag.local.identifier","individual.taxon.canonical.name","migration.stage.standard.1","study.name","sensor.type","birth.latitude","birth.longitude","comments","death.comments","earliest.date.born","exact.date.of.birth","group.id","latest.date.born","marker.id","mates","mortality.latitude","mortality.longitude","mortality.type","nick.name","offspring","parents","ring.id","sex","siblings","taxon.canonical.name","timestamp.start","timestamp.end","number.of.events","number.of.deployments","sensor.type.ids","taxon.detail","animalName","heading.1","height.above.ellipsoid.1"
1149963393,2013-08-28 18:00:41,48.7758041,69.1355161,0,108.4,"breedmoult",NA,48.7758041,69.1355161,TRUE,"GPS",2013-08-28 18:00:41,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963394,2013-08-29 06:00:23,49.2372006,68.9592931,0,35.9,"flight",NA,49.2372006,68.9592931,TRUE,"GPS",2013-08-29 06:00:23,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963395,2013-08-29 06:20:08,49.2371629,68.9593426,332.92,40.2,"flight",NA,49.2371629,68.9593426,TRUE,"GPS",2013-08-29 06:20:08,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963396,2013-08-29 06:40:07,49.2368485,68.9592353,152.7,44.8,"flight",NA,49.2368485,68.9592353,TRUE,"GPS",2013-08-29 06:40:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963397,2013-08-29 07:00:07,49.2366584,68.9591619,0,36.9,"flight",NA,49.2366584,68.9591619,TRUE,"GPS",2013-08-29 07:00:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963398,2013-08-29 07:20:07,49.2367273,68.9589425,159.91,42.1,"flight",NA,49.2367273,68.9589425,TRUE,"GPS",2013-08-29 07:20:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963399,2013-08-29 07:40:06,49.2363857,68.9590182,0,42.7,"flight",NA,49.2363857,68.9590182,TRUE,"GPS",2013-08-29 07:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963400,2013-08-29 08:00:06,49.2364186,68.959102,60.29,40.3,"flight",NA,49.2364186,68.959102,TRUE,"GPS",2013-08-29 08:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963401,2013-08-29 08:40:06,49.2359168,68.9590402,0,36.5,"flight",NA,49.2359168,68.9590402,TRUE,"GPS",2013-08-29 08:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963402,2013-08-29 09:20:06,49.2345388,68.9591952,199.23,38.5,"flight",NA,49.2345388,68.9591952,TRUE,"GPS",2013-08-29 09:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963403,2013-08-29 09:40:06,49.235294,68.9591241,212.34,40,"flight",NA,49.235294,68.9591241,TRUE,"GPS",2013-08-29 09:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963404,2013-08-29 10:00:06,49.235186,68.9590189,220.2,40,"flight",NA,49.235186,68.9590189,TRUE,"GPS",2013-08-29 10:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963405,2013-08-29 10:30:10,49.2357553,68.9589377,253.62,36.1,"flight",NA,49.2357553,68.9589377,TRUE,"GPS",2013-08-29 10:30:10,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963406,2013-08-29 18:00:23,50.8062104,68.3501987,0,12.2,"flight",NA,50.8062104,68.3501987,TRUE,"GPS",2013-08-29 18:00:23,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963407,2013-08-30 08:00:23,51.0370002,68.3391504,88.47,27.6,"stopover",NA,51.0370002,68.3391504,TRUE,"GPS",2013-08-30 08:00:23,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963408,2013-08-30 08:20:06,51.1249841,68.3435221,0,4.6,"stopover",NA,51.1249841,68.3435221,TRUE,"GPS",2013-08-30 08:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963409,2013-08-30 08:40:07,51.1250329,68.3435362,0,4.9,"stopover",NA,51.1250329,68.3435362,TRUE,"GPS",2013-08-30 08:40:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963410,2013-08-30 09:00:06,51.1743642,68.3331898,133.69,8.1,"stopover",NA,51.1743642,68.3331898,TRUE,"GPS",2013-08-30 09:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963411,2013-08-30 09:20:07,51.2033459,68.3249788,121.9,2.8,"stopover",NA,51.2033459,68.3249788,TRUE,"GPS",2013-08-30 09:20:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963412,2013-08-30 09:40:06,51.2026317,68.3244867,276.56,3.6,"stopover",NA,51.2026317,68.3244867,TRUE,"GPS",2013-08-30 09:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963413,2013-08-30 10:00:06,51.2037561,68.3246333,157.94,2.3,"stopover",NA,51.2037561,68.3246333,TRUE,"GPS",2013-08-30 10:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963414,2013-08-30 10:20:06,51.202861,68.3245848,202.51,-1.5,"stopover",NA,51.202861,68.3245848,TRUE,"GPS",2013-08-30 10:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963415,2013-08-30 10:30:10,51.2029119,68.3246205,0,5.8,"stopover",NA,51.2029119,68.3246205,TRUE,"GPS",2013-08-30 10:30:10,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963416,2013-08-30 10:40:06,51.2029022,68.3246498,0,-2.3,"stopover",NA,51.2029022,68.3246498,TRUE,"GPS",2013-08-30 10:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963417,2013-08-30 11:00:06,51.2029075,68.3245081,0,-2.5,"stopover",NA,51.2029075,68.3245081,TRUE,"GPS",2013-08-30 11:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963418,2013-08-30 11:20:06,51.211858,68.3246782,209.06,0.3,"stopover",NA,51.211858,68.3246782,TRUE,"GPS",2013-08-30 11:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963419,2013-08-30 11:40:07,51.2113144,68.3245811,318.5,1.3,"stopover",NA,51.2113144,68.3245811,TRUE,"GPS",2013-08-30 11:40:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963420,2013-08-30 12:00:08,51.2145294,68.3258727,187.43,3.8,"stopover",NA,51.2145294,68.3258727,TRUE,"GPS",2013-08-30 12:00:08,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963421,2013-08-30 12:20:07,51.2154827,68.3230205,0,-0.8,"stopover",NA,51.2154827,68.3230205,TRUE,"GPS",2013-08-30 12:20:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963422,2013-08-30 13:00:08,51.2329992,68.336521,29.49,9.6,"stopover",NA,51.2329992,68.336521,TRUE,"GPS",2013-08-30 13:00:08,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963423,2013-08-30 18:00:41,51.4099096,68.3780317,0,16,"stopover",NA,51.4099096,68.3780317,TRUE,"GPS",2013-08-30 18:00:41,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963424,2013-08-31 07:40:41,51.4115905,68.3783214,0,7,"stopover",NA,51.4115905,68.3783214,TRUE,"GPS",2013-08-31 07:40:41,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963425,2013-08-31 08:00:06,51.4115625,68.3783209,0,10.1,"stopover",NA,51.4115625,68.3783209,TRUE,"GPS",2013-08-31 08:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963426,2013-08-31 08:20:07,51.4116495,68.3783196,0,6.4,"stopover",NA,51.4116495,68.3783196,TRUE,"GPS",2013-08-31 08:20:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963427,2013-08-31 08:40:06,51.411615,68.3783059,53.74,8.9,"stopover",NA,51.411615,68.3783059,TRUE,"GPS",2013-08-31 08:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963428,2013-08-31 09:00:07,51.4115411,68.3784017,0,13.2,"stopover",NA,51.4115411,68.3784017,TRUE,"GPS",2013-08-31 09:00:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963429,2013-08-31 09:40:06,51.41168,68.3785133,0,10.4,"stopover",NA,51.41168,68.3785133,TRUE,"GPS",2013-08-31 09:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963430,2013-08-31 10:00:06,51.4116335,68.3784698,0,6.3,"stopover",NA,51.4116335,68.3784698,TRUE,"GPS",2013-08-31 10:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963431,2013-08-31 10:20:06,51.4113017,68.3787303,167.77,7.7,"stopover",NA,51.4113017,68.3787303,TRUE,"GPS",2013-08-31 10:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963432,2013-08-31 10:30:10,51.4115975,68.3785088,0,8.2,"stopover",NA,51.4115975,68.3785088,TRUE,"GPS",2013-08-31 10:30:10,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963433,2013-08-31 12:20:10,51.411686,68.3785596,296.88,9.3,"stopover",NA,51.411686,68.3785596,TRUE,"GPS",2013-08-31 12:20:10,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963434,2013-08-31 18:00:41,51.4107093,68.3782076,188.74,9.5,"stopover",NA,51.4107093,68.3782076,TRUE,"GPS",2013-08-31 18:00:41,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963435,2013-09-01 06:40:23,51.4141527,68.3798807,0,11.3,"stopover",NA,51.4141527,68.3798807,TRUE,"GPS",2013-09-01 06:40:23,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963436,2013-09-01 07:00:06,51.4123217,68.3785944,0,9.1,"stopover",NA,51.4123217,68.3785944,TRUE,"GPS",2013-09-01 07:00:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963437,2013-09-01 07:20:06,51.4122318,68.3786137,262.14,8.4,"stopover",NA,51.4122318,68.3786137,TRUE,"GPS",2013-09-01 07:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963438,2013-09-01 07:40:06,51.406438,68.3793924,299.5,10.3,"stopover",NA,51.406438,68.3793924,TRUE,"GPS",2013-09-01 07:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963439,2013-09-01 08:00:07,51.4064303,68.3795028,0,9.1,"stopover",NA,51.4064303,68.3795028,TRUE,"GPS",2013-09-01 08:00:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963440,2013-09-01 08:20:06,51.406382,68.379516,226.1,7.7,"stopover",NA,51.406382,68.379516,TRUE,"GPS",2013-09-01 08:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963441,2013-09-01 08:40:06,51.4064373,68.379542,148.11,9.6,"stopover",NA,51.4064373,68.379542,TRUE,"GPS",2013-09-01 08:40:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963442,2013-09-01 09:00:07,51.4064334,68.3795443,0,10.2,"stopover",NA,51.4064334,68.3795443,TRUE,"GPS",2013-09-01 09:00:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963443,2013-09-01 09:20:06,51.4075089,68.3790434,0,8.1,"stopover",NA,51.4075089,68.3790434,TRUE,"GPS",2013-09-01 09:20:06,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963444,2013-09-01 09:40:07,51.4065931,68.3795119,0,6,"stopover",NA,51.4065931,68.3795119,TRUE,"GPS",2013-09-01 09:40:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
1149963445,2013-09-01 10:00:07,51.4067011,68.3793216,0,5,"stopover",NA,51.4067011,68.3793216,TRUE,"GPS",2013-09-01 10:00:07,"X3089","3089","true",138936208,139537871,138936209,133992043,653,3089,"Anser albifrons","fall-migration","Migration timing in white-fronted geese (data from Kölzsch et al. 2016)","GPS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m",NA,"Anser albifrons",NA,NA,0,0,NA,NA,"3089_139537871",NA,NA
